region,tech,year,step,CapCost
10,14,2050,1,618240
10,15,2023,1,1361000
10,15,2024,1,1333780
10,15,2025,1,1306560
10,15,2026,1,1279340
10,15,2027,1,1252120
10,15,2028,1,1224900
10,15,2029,1,1197680
10,15,2030,1,1170460
10,15,2031,1,1143240
10,15,2032,1,1116020
10,15,2033,1,1088800
10,15,2034,1,1061580
10,15,2035,1,1034360
10,15,2036,1,1007140
10,15,2037,1,979920
10,15,2038,1,952700
10,15,2039,1,925480
10,15,2040,1,898260
10,15,2041,1,871040
10,15,2042,1,843820
10,15,2043,1,816600
10,15,2044,1,789380
10,15,2045,1,762160
10,15,2046,1,734940
10,15,2047,1,707720
10,15,2048,1,680500
10,15,2049,1,653280
10,15,2050,1,626060
11,1,2023,3,3716000
11,1,2024,3,3641680
11,1,2025,3,3567360
11,1,2026,3,3493040
11,1,2027,3,3418720
11,1,2028,3,3344400
11,1,2029,3,3270080
11,1,2030,3,3195760
11,1,2031,3,3121440
11,1,2032,3,3047120
11,1,2033,3,2972800
11,1,2034,3,2898480
11,1,2035,3,2824160
11,1,2036,3,2749840
11,1,2037,3,2675520
11,1,2038,3,2601200
11,1,2039,3,2526880
11,1,2040,3,2452560
11,1,2041,3,2378240
11,1,2042,3,2303920
11,1,2043,3,2229600
11,1,2044,3,2155280
11,1,2045,3,2080960
11,1,2046,3,2006640
11,1,2047,3,1932320
11,1,2048,3,1858000
11,1,2049,3,1783680
11,1,2050,3,1709360
11,3,2023,3,757000
11,3,2024,3,741860
11,3,2025,3,726720
11,3,2026,3,711580
11,3,2027,3,696440
11,3,2028,3,681300
11,3,2029,3,666160
11,3,2030,3,651020
11,3,2031,3,635880
11,3,2032,3,620740
11,3,2033,3,605600
11,3,2034,3,590460
11,3,2035,3,575320
11,3,2036,3,560180
11,3,2037,3,545040
11,3,2038,3,529900
11,3,2039,3,514760
11,3,2040,3,499620
11,3,2041,3,484480
11,3,2042,3,469340
11,3,2043,3,454200
11,3,2044,3,439060
11,3,2045,3,423920
11,3,2046,3,408780
11,3,2047,3,393640
11,3,2048,3,378500
11,3,2049,3,363360
11,3,2050,3,348220
11,4,2023,3,786000
11,4,2024,3,770280
11,4,2025,3,754560
11,4,2026,3,738840
11,4,2027,3,723120
11,4,2028,3,707400
11,4,2029,3,691680
11,4,2030,3,675960
11,4,2031,3,660240
11,4,2032,3,644520
11,4,2033,3,628800
11,4,2034,3,613080
11,4,2035,3,597360
11,4,2036,3,581640
11,4,2037,3,565920
11,4,2038,3,550200
11,4,2039,3,534480
11,4,2040,3,518760
11,4,2041,3,503040
11,4,2042,3,487320
11,4,2043,3,471600
11,4,2044,3,455880
11,4,2045,3,440160
11,4,2046,3,424440
11,4,2047,3,408720
11,4,2048,3,393000
11,4,2049,3,377280
11,4,2050,3,361560
11,6,2023,1,7477000
11,6,2024,1,7327460
11,6,2025,1,7177920
11,6,2026,1,7028380
11,6,2027,1,6878840
11,6,2028,1,6729300
11,6,2029,1,6579760
11,6,2030,1,6430220
11,6,2031,1,6280680
11,6,2032,1,6131140
11,6,2033,1,5981600
11,6,2034,1,5832060
11,6,2035,1,5682520
11,6,2036,1,5532980
11,6,2037,1,5383440
11,6,2038,1,5233900
11,6,2039,1,5084360
11,6,2040,1,4934820
11,6,2041,1,4785280
11,6,2042,1,4635740
11,6,2043,1,4486200
11,6,2044,1,4336660
11,6,2045,1,4187120
11,6,2046,1,4037580
11,6,2047,1,3888040
11,6,2048,1,3738500
11,6,2049,1,3588960
11,6,2050,1,3439420
11,7,2023,1,4379000
11,7,2024,1,4291420
11,7,2025,1,4203840
11,7,2026,1,4116260
11,7,2027,1,4028680
11,7,2028,1,3941100
11,7,2029,1,3853520
11,7,2030,1,3765940
11,7,2031,1,3678360
11,7,2032,1,3590780
11,7,2033,1,3503200
11,7,2034,1,3415620
11,7,2035,1,3328040
11,7,2036,1,3240460
11,7,2037,1,3152880
11,7,2038,1,3065300
11,7,2039,1,2977720
11,7,2040,1,2890140
11,7,2041,1,2802560
11,7,2042,1,2714980
11,7,2043,1,2627400
11,7,2044,1,2539820
11,7,2045,1,2452240
11,7,2046,1,2364660
11,7,2047,1,2277080
11,7,2048,1,2189500
11,7,2049,1,2101920
11,7,2050,1,2014340
11,8,2023,1,2950000
11,8,2024,1,2891000
11,8,2025,1,2832000
11,8,2026,1,2773000
11,8,2027,1,2714000
11,8,2028,1,2655000
11,8,2029,1,2596000
11,8,2030,1,2537000
11,8,2031,1,2478000
11,8,2032,1,2419000
11,8,2033,1,2360000
11,8,2034,1,2301000
11,8,2035,1,2242000
11,8,2036,1,2183000
11,8,2037,1,2124000
11,8,2038,1,2065000
11,8,2039,1,2006000
11,8,2040,1,1947000
11,8,2041,1,1888000
11,8,2042,1,1829000
11,8,2043,1,1770000
11,8,2044,1,1711000
11,8,2045,1,1652000
11,8,2046,1,1593000
11,8,2047,1,1534000
11,8,2048,1,1475000
11,8,2049,1,1416000
11,8,2050,1,1357000
11,14,2023,1,1344000
11,14,2024,1,1317120
11,14,2025,1,1290240
11,14,2026,1,1263360
11,14,2027,1,1236480
11,14,2028,1,1209600
11,14,2029,1,1182720
11,14,2030,1,1155840
11,14,2031,1,1128960
11,14,2032,1,1102080
11,14,2033,1,1075200
11,14,2034,1,1048320
11,14,2035,1,1021440
11,14,2036,1,994560
11,14,2037,1,967680
11,14,2038,1,940800
11,14,2039,1,913920
11,14,2040,1,887040
11,14,2041,1,860160
11,14,2042,1,833280
11,14,2043,1,806400
11,14,2044,1,779520
11,14,2045,1,752640
11,14,2046,1,725760
11,14,2047,1,698880
11,14,2048,1,672000
11,14,2049,1,645120
11,14,2050,1,618240
11,15,2023,1,1361000
11,15,2024,1,1333780
11,15,2025,1,1306560
11,15,2026,1,1279340
11,15,2027,1,1252120
11,15,2028,1,1224900
11,15,2029,1,1197680
11,15,2030,1,1170460
11,15,2031,1,1143240
11,15,2032,1,1116020
11,15,2033,1,1088800
11,15,2034,1,1061580
11,15,2035,1,1034360
11,15,2036,1,1007140
11,15,2037,1,979920
11,15,2038,1,952700
11,15,2039,1,925480
11,15,2040,1,898260
11,15,2041,1,871040
11,15,2042,1,843820
11,15,2043,1,816600
11,15,2044,1,789380
11,15,2045,1,762160
11,15,2046,1,734940
11,15,2047,1,707720
11,15,2048,1,680500
11,15,2049,1,653280
11,15,2050,1,626060
12,1,2023,3,3716000
12,1,2024,3,3641680
12,1,2025,3,3567360
12,1,2026,3,3493040
12,1,2027,3,3418720
12,1,2028,3,3344400
12,1,2029,3,3270080
12,1,2030,3,3195760
12,1,2031,3,3121440
12,1,2032,3,3047120
12,1,2033,3,2972800
12,1,2034,3,2898480
12,1,2035,3,2824160
12,1,2036,3,2749840
12,1,2037,3,2675520
12,1,2038,3,2601200
12,1,2039,3,2526880
12,1,2040,3,2452560
12,1,2041,3,2378240
12,1,2042,3,2303920
12,1,2043,3,2229600
12,1,2044,3,2155280
12,1,2045,3,2080960
12,1,2046,3,2006640
12,1,2047,3,1932320
12,1,2048,3,1858000
12,1,2049,3,1783680
12,1,2050,3,1709360
12,3,2023,3,757000
12,3,2024,3,741860
12,3,2025,3,726720
12,3,2026,3,711580
12,3,2027,3,696440
12,3,2028,3,681300
12,3,2029,3,666160
12,3,2030,3,651020
12,3,2031,3,635880
12,3,2032,3,620740
12,3,2033,3,605600
12,3,2034,3,590460
12,3,2035,3,575320
12,3,2036,3,560180
12,3,2037,3,545040
12,3,2038,3,529900
12,3,2039,3,514760
12,3,2040,3,499620
12,3,2041,3,484480
12,3,2042,3,469340
12,3,2043,3,454200
12,3,2044,3,439060
12,3,2045,3,423920
12,3,2046,3,408780
12,3,2047,3,393640
12,3,2048,3,378500
12,3,2049,3,363360
12,3,2050,3,348220
12,4,2023,3,786000
12,4,2024,3,770280
12,4,2025,3,754560
12,4,2026,3,738840
12,4,2027,3,723120
12,4,2028,3,707400
12,4,2029,3,691680
12,4,2030,3,675960
12,4,2031,3,660240
12,4,2032,3,644520
12,4,2033,3,628800
12,4,2034,3,613080
12,4,2035,3,597360
12,4,2036,3,581640
12,4,2037,3,565920
12,4,2038,3,550200
12,4,2039,3,534480
12,4,2040,3,518760
12,4,2041,3,503040
12,4,2042,3,487320
12,4,2043,3,471600
12,4,2044,3,455880
12,4,2045,3,440160
12,4,2046,3,424440
12,4,2047,3,408720
12,4,2048,3,393000
12,4,2049,3,377280
12,4,2050,3,361560
12,6,2023,1,7477000
12,6,2024,1,7327460
12,6,2025,1,7177920
12,6,2026,1,7028380
12,6,2027,1,6878840
12,6,2028,1,6729300
12,6,2029,1,6579760
12,6,2030,1,6430220
12,6,2031,1,6280680
12,6,2032,1,6131140
12,6,2033,1,5981600
12,6,2034,1,5832060
12,6,2035,1,5682520
12,6,2036,1,5532980
12,6,2037,1,5383440
12,6,2038,1,5233900
12,6,2039,1,5084360
12,6,2040,1,4934820
12,6,2041,1,4785280
12,6,2042,1,4635740
12,6,2043,1,4486200
12,6,2044,1,4336660
12,6,2045,1,4187120
12,6,2046,1,4037580
12,6,2047,1,3888040
12,6,2048,1,3738500
12,6,2049,1,3588960
12,6,2050,1,3439420
12,7,2023,1,4379000
12,7,2024,1,4291420
12,7,2025,1,4203840
12,7,2026,1,4116260
12,7,2027,1,4028680
12,7,2028,1,3941100
12,7,2029,1,3853520
12,7,2030,1,3765940
12,7,2031,1,3678360
12,7,2032,1,3590780
12,7,2033,1,3503200
12,7,2034,1,3415620
12,7,2035,1,3328040
12,7,2036,1,3240460
12,7,2037,1,3152880
12,7,2038,1,3065300
12,7,2039,1,2977720
12,7,2040,1,2890140
12,7,2041,1,2802560
12,7,2042,1,2714980
12,7,2043,1,2627400
12,7,2044,1,2539820
12,7,2045,1,2452240
12,7,2046,1,2364660
12,7,2047,1,2277080
12,7,2048,1,2189500
12,7,2049,1,2101920
12,7,2050,1,2014340
12,8,2023,1,2950000
12,8,2024,1,2891000
12,8,2025,1,2832000
12,8,2026,1,2773000
12,8,2027,1,2714000
12,8,2028,1,2655000
12,8,2029,1,2596000
12,8,2030,1,2537000
12,8,2031,1,2478000
12,8,2032,1,2419000
12,8,2033,1,2360000
12,8,2034,1,2301000
12,8,2035,1,2242000
12,8,2036,1,2183000
12,8,2037,1,2124000
12,8,2038,1,2065000
12,8,2039,1,2006000
12,8,2040,1,1947000
12,8,2041,1,1888000
12,8,2042,1,1829000
12,8,2043,1,1770000
12,8,2044,1,1711000
12,8,2045,1,1652000
12,8,2046,1,1593000
12,8,2047,1,1534000
12,8,2048,1,1475000
12,8,2049,1,1416000
12,8,2050,1,1357000
12,14,2023,1,1344000
12,14,2024,1,1317120
12,14,2025,1,1290240
12,14,2026,1,1263360
12,14,2027,1,1236480
12,14,2028,1,1209600
12,14,2029,1,1182720
12,14,2030,1,1155840
12,14,2031,1,1128960
12,14,2032,1,1102080
12,14,2033,1,1075200
12,14,2034,1,1048320
12,14,2035,1,1021440
12,14,2036,1,994560
12,14,2037,1,967680
12,14,2038,1,940800
12,14,2039,1,913920
12,14,2040,1,887040
12,14,2041,1,860160
12,14,2042,1,833280
12,14,2043,1,806400
12,14,2044,1,779520
12,14,2045,1,752640
12,14,2046,1,725760
12,14,2047,1,698880
12,14,2048,1,672000
12,14,2049,1,645120
12,14,2050,1,618240
12,15,2023,1,1361000
12,15,2024,1,1333780
12,15,2025,1,1306560
12,15,2026,1,1279340
12,15,2027,1,1252120
12,15,2028,1,1224900
12,15,2029,1,1197680
12,15,2030,1,1170460
12,15,2031,1,1143240
12,15,2032,1,1116020
12,15,2033,1,1088800
12,15,2034,1,1061580
12,15,2035,1,1034360
12,15,2036,1,1007140
12,15,2037,1,979920
12,15,2038,1,952700
12,15,2039,1,925480
12,15,2040,1,898260
12,15,2041,1,871040
12,15,2042,1,843820
12,15,2043,1,816600
12,15,2044,1,789380
12,15,2045,1,762160
12,15,2046,1,734940
12,15,2047,1,707720
12,15,2048,1,680500
12,15,2049,1,653280
12,15,2050,1,626060
13,1,2023,3,3716000
13,1,2024,3,3641680
13,1,2025,3,3567360
13,1,2026,3,3493040
13,1,2027,3,3418720
13,1,2028,3,3344400
13,1,2029,3,3270080
13,1,2030,3,3195760
13,1,2031,3,3121440
13,1,2032,3,3047120
13,1,2033,3,2972800
13,1,2034,3,2898480
13,1,2035,3,2824160
13,1,2036,3,2749840
13,1,2037,3,2675520
13,1,2038,3,2601200
13,1,2039,3,2526880
13,1,2040,3,2452560
13,1,2041,3,2378240
13,1,2042,3,2303920
13,1,2043,3,2229600
13,1,2044,3,2155280
13,1,2045,3,2080960
13,1,2046,3,2006640
13,1,2047,3,1932320
13,1,2048,3,1858000
13,1,2049,3,1783680
13,1,2050,3,1709360
13,3,2023,3,757000
13,3,2024,3,741860
13,3,2025,3,726720
13,3,2026,3,711580
13,3,2027,3,696440
13,3,2028,3,681300
13,3,2029,3,666160
13,3,2030,3,651020
13,3,2031,3,635880
13,3,2032,3,620740
13,3,2033,3,605600
13,3,2034,3,590460
13,3,2035,3,575320
13,3,2036,3,560180
13,3,2037,3,545040
13,3,2038,3,529900
13,3,2039,3,514760
13,3,2040,3,499620
13,3,2041,3,484480
13,3,2042,3,469340
13,3,2043,3,454200
13,3,2044,3,439060
13,3,2045,3,423920
13,3,2046,3,408780
13,3,2047,3,393640
13,3,2048,3,378500
13,3,2049,3,363360
13,3,2050,3,348220
13,4,2023,3,786000
13,4,2024,3,770280
13,4,2025,3,754560
13,4,2026,3,738840
13,4,2027,3,723120
13,4,2028,3,707400
13,4,2029,3,691680
13,4,2030,3,675960
13,4,2031,3,660240
13,4,2032,3,644520
13,4,2033,3,628800
13,4,2034,3,613080
13,4,2035,3,597360
13,4,2036,3,581640
13,4,2037,3,565920
13,4,2038,3,550200
13,4,2039,3,534480
13,4,2040,3,518760
13,4,2041,3,503040
13,4,2042,3,487320
13,4,2043,3,471600
13,4,2044,3,455880
13,4,2045,3,440160
13,4,2046,3,424440
13,4,2047,3,408720
13,4,2048,3,393000
13,4,2049,3,377280
13,4,2050,3,361560
13,6,2023,1,7477000
13,6,2024,1,7327460
13,6,2025,1,7177920
13,6,2026,1,7028380
13,6,2027,1,6878840
13,6,2028,1,6729300
13,6,2029,1,6579760
13,6,2030,1,6430220
13,6,2031,1,6280680
13,6,2032,1,6131140
13,6,2033,1,5981600
13,6,2034,1,5832060
13,6,2035,1,5682520
13,6,2036,1,5532980
13,6,2037,1,5383440
13,6,2038,1,5233900
13,6,2039,1,5084360
13,6,2040,1,4934820
13,6,2041,1,4785280
13,6,2042,1,4635740
13,6,2043,1,4486200
13,6,2044,1,4336660
13,6,2045,1,4187120
13,6,2046,1,4037580
13,6,2047,1,3888040
13,6,2048,1,3738500
13,6,2049,1,3588960
13,6,2050,1,3439420
13,7,2023,1,4379000
13,7,2024,1,4291420
13,7,2025,1,4203840
13,7,2026,1,4116260
13,7,2027,1,4028680
13,7,2028,1,3941100
13,7,2029,1,3853520
13,7,2030,1,3765940
13,7,2031,1,3678360
13,7,2032,1,3590780
13,7,2033,1,3503200
13,7,2034,1,3415620
13,7,2035,1,3328040
13,7,2036,1,3240460
13,7,2037,1,3152880
13,7,2038,1,3065300
13,7,2039,1,2977720
13,7,2040,1,2890140
13,7,2041,1,2802560
13,7,2042,1,2714980
13,7,2043,1,2627400
13,7,2044,1,2539820
13,7,2045,1,2452240
13,7,2046,1,2364660
13,7,2047,1,2277080
13,7,2048,1,2189500
13,7,2049,1,2101920
13,7,2050,1,2014340
13,8,2023,1,2950000
13,8,2024,1,2891000
13,8,2025,1,2832000
13,8,2026,1,2773000
13,8,2027,1,2714000
13,8,2028,1,2655000
13,8,2029,1,2596000
13,8,2030,1,2537000
13,8,2031,1,2478000
13,8,2032,1,2419000
13,8,2033,1,2360000
13,8,2034,1,2301000
13,8,2035,1,2242000
13,8,2036,1,2183000
13,8,2037,1,2124000
13,8,2038,1,2065000
13,8,2039,1,2006000
13,8,2040,1,1947000
13,8,2041,1,1888000
13,8,2042,1,1829000
13,8,2043,1,1770000
13,8,2044,1,1711000
13,8,2045,1,1652000
13,8,2046,1,1593000
13,8,2047,1,1534000
13,8,2048,1,1475000
13,8,2049,1,1416000
13,8,2050,1,1357000
13,14,2023,1,1344000
13,14,2024,1,1317120
13,14,2025,1,1290240
13,14,2026,1,1263360
13,14,2027,1,1236480
13,14,2028,1,1209600
13,14,2029,1,1182720
13,14,2030,1,1155840
13,14,2031,1,1128960
13,14,2032,1,1102080
13,14,2033,1,1075200
13,14,2034,1,1048320
13,14,2035,1,1021440
13,14,2036,1,994560
13,14,2037,1,967680
13,14,2038,1,940800
13,14,2039,1,913920
13,14,2040,1,887040
13,14,2041,1,860160
13,14,2042,1,833280
13,14,2043,1,806400
13,14,2044,1,779520
13,14,2045,1,752640
13,14,2046,1,725760
13,14,2047,1,698880
13,14,2048,1,672000
13,14,2049,1,645120
13,14,2050,1,618240
13,15,2023,1,1361000
13,15,2024,1,1333780
13,15,2025,1,1306560
13,15,2026,1,1279340
13,15,2027,1,1252120
13,15,2028,1,1224900
13,15,2029,1,1197680
13,15,2030,1,1170460
13,15,2031,1,1143240
13,15,2032,1,1116020
13,15,2033,1,1088800
13,15,2034,1,1061580
13,15,2035,1,1034360
13,15,2036,1,1007140
13,15,2037,1,979920
13,15,2038,1,952700
13,15,2039,1,925480
13,15,2040,1,898260
13,15,2041,1,871040
13,15,2042,1,843820
13,15,2043,1,816600
13,15,2044,1,789380
13,15,2045,1,762160
13,15,2046,1,734940
13,15,2047,1,707720
13,15,2048,1,680500
13,15,2049,1,653280
13,15,2050,1,626060
14,1,2023,3,3716000
14,1,2024,3,3641680
14,1,2025,3,3567360
14,1,2026,3,3493040
14,1,2027,3,3418720
14,1,2028,3,3344400
14,1,2029,3,3270080
14,1,2030,3,3195760
14,1,2031,3,3121440
14,1,2032,3,3047120
14,1,2033,3,2972800
14,1,2034,3,2898480
14,1,2035,3,2824160
14,1,2036,3,2749840
14,1,2037,3,2675520
14,1,2038,3,2601200
14,1,2039,3,2526880
14,1,2040,3,2452560
14,1,2041,3,2378240
14,1,2042,3,2303920
14,1,2043,3,2229600
14,1,2044,3,2155280
14,1,2045,3,2080960
14,1,2046,3,2006640
14,1,2047,3,1932320
14,1,2048,3,1858000
14,1,2049,3,1783680
14,1,2050,3,1709360
14,3,2023,3,757000
14,3,2024,3,741860
14,3,2025,3,726720
14,3,2026,3,711580
14,3,2027,3,696440
14,3,2028,3,681300
14,3,2029,3,666160
14,3,2030,3,651020
14,3,2031,3,635880
14,3,2032,3,620740
14,3,2033,3,605600
14,3,2034,3,590460
14,3,2035,3,575320
14,3,2036,3,560180
14,3,2037,3,545040
14,3,2038,3,529900
14,3,2039,3,514760
14,3,2040,3,499620
14,3,2041,3,484480
14,3,2042,3,469340
14,3,2043,3,454200
14,3,2044,3,439060
14,3,2045,3,423920
14,3,2046,3,408780
14,3,2047,3,393640
14,3,2048,3,378500
14,3,2049,3,363360
14,3,2050,3,348220
14,4,2023,3,786000
14,4,2024,3,770280
14,4,2025,3,754560
14,4,2026,3,738840
14,4,2027,3,723120
14,4,2028,3,707400
14,4,2029,3,691680
14,4,2030,3,675960
14,4,2031,3,660240
14,4,2032,3,644520
14,4,2033,3,628800
14,4,2034,3,613080
14,4,2035,3,597360
14,4,2036,3,581640
14,4,2037,3,565920
14,4,2038,3,550200
14,4,2039,3,534480
14,4,2040,3,518760
14,4,2041,3,503040
14,4,2042,3,487320
14,4,2043,3,471600
14,4,2044,3,455880
14,4,2045,3,440160
14,4,2046,3,424440
14,4,2047,3,408720
14,4,2048,3,393000
14,4,2049,3,377280
14,4,2050,3,361560
14,6,2023,1,7477000
14,6,2024,1,7327460
14,6,2025,1,7177920
14,6,2026,1,7028380
14,6,2027,1,6878840
14,6,2028,1,6729300
14,6,2029,1,6579760
14,6,2030,1,6430220
14,6,2031,1,6280680
14,6,2032,1,6131140
14,6,2033,1,5981600
14,6,2034,1,5832060
14,6,2035,1,5682520
14,6,2036,1,5532980
14,6,2037,1,5383440
14,6,2038,1,5233900
14,6,2039,1,5084360
14,6,2040,1,4934820
14,6,2041,1,4785280
14,6,2042,1,4635740
14,6,2043,1,4486200
14,6,2044,1,4336660
14,6,2045,1,4187120
14,6,2046,1,4037580
14,6,2047,1,3888040
14,6,2048,1,3738500
14,6,2049,1,3588960
14,6,2050,1,3439420
14,7,2023,1,4379000
14,7,2024,1,4291420
14,7,2025,1,4203840
14,7,2026,1,4116260
14,7,2027,1,4028680
14,7,2028,1,3941100
14,7,2029,1,3853520
14,7,2030,1,3765940
14,7,2031,1,3678360
14,7,2032,1,3590780
14,7,2033,1,3503200
14,7,2034,1,3415620
14,7,2035,1,3328040
14,7,2036,1,3240460
14,7,2037,1,3152880
14,7,2038,1,3065300
14,7,2039,1,2977720
14,7,2040,1,2890140
14,7,2041,1,2802560
14,7,2042,1,2714980
14,7,2043,1,2627400
14,7,2044,1,2539820
14,7,2045,1,2452240
14,7,2046,1,2364660
14,7,2047,1,2277080
14,7,2048,1,2189500
14,7,2049,1,2101920
14,7,2050,1,2014340
14,8,2023,1,2950000
14,8,2024,1,2891000
14,8,2025,1,2832000
14,8,2026,1,2773000
14,8,2027,1,2714000
14,8,2028,1,2655000
14,8,2029,1,2596000
14,8,2030,1,2537000
14,8,2031,1,2478000
14,8,2032,1,2419000
14,8,2033,1,2360000
14,8,2034,1,2301000
14,8,2035,1,2242000
14,8,2036,1,2183000
14,8,2037,1,2124000
14,8,2038,1,2065000
14,8,2039,1,2006000
14,8,2040,1,1947000
14,8,2041,1,1888000
14,8,2042,1,1829000
14,8,2043,1,1770000
14,8,2044,1,1711000
14,8,2045,1,1652000
14,8,2046,1,1593000
14,8,2047,1,1534000
14,8,2048,1,1475000
14,8,2049,1,1416000
14,8,2050,1,1357000
14,14,2023,1,1344000
14,14,2024,1,1317120
14,14,2025,1,1290240
14,14,2026,1,1263360
14,14,2027,1,1236480
14,14,2028,1,1209600
14,14,2029,1,1182720
14,14,2030,1,1155840
14,14,2031,1,1128960
14,14,2032,1,1102080
14,14,2033,1,1075200
14,14,2034,1,1048320
14,14,2035,1,1021440
14,14,2036,1,994560
14,14,2037,1,967680
14,14,2038,1,940800
14,14,2039,1,913920
14,14,2040,1,887040
14,14,2041,1,860160
14,14,2042,1,833280
14,14,2043,1,806400
14,14,2044,1,779520
14,14,2045,1,752640
14,14,2046,1,725760
14,14,2047,1,698880
14,14,2048,1,672000
14,14,2049,1,645120
14,14,2050,1,618240
14,15,2023,1,1361000
14,15,2024,1,1333780
14,15,2025,1,1306560
14,15,2026,1,1279340
14,15,2027,1,1252120
14,15,2028,1,1224900
14,15,2029,1,1197680
14,15,2030,1,1170460
14,15,2031,1,1143240
14,15,2032,1,1116020
14,15,2033,1,1088800
14,15,2034,1,1061580
14,15,2035,1,1034360
14,15,2036,1,1007140
14,15,2037,1,979920
14,15,2038,1,952700
14,15,2039,1,925480
14,15,2040,1,898260
14,15,2041,1,871040
14,15,2042,1,843820
14,15,2043,1,816600
14,15,2044,1,789380
14,15,2045,1,762160
14,15,2046,1,734940
14,15,2047,1,707720
14,15,2048,1,680500
14,15,2049,1,653280
14,15,2050,1,626060
15,1,2023,3,3716000
15,1,2024,3,3641680
15,1,2025,3,3567360
15,1,2026,3,3493040
15,1,2027,3,3418720
15,1,2028,3,3344400
15,1,2029,3,3270080
15,1,2030,3,3195760
15,1,2031,3,3121440
15,1,2032,3,3047120
15,1,2033,3,2972800
15,1,2034,3,2898480
15,1,2035,3,2824160
15,1,2036,3,2749840
15,1,2037,3,2675520
15,1,2038,3,2601200
15,1,2039,3,2526880
15,1,2040,3,2452560
15,1,2041,3,2378240
15,1,2042,3,2303920
15,1,2043,3,2229600
15,1,2044,3,2155280
15,1,2045,3,2080960
15,1,2046,3,2006640
15,1,2047,3,1932320
15,1,2048,3,1858000
15,1,2049,3,1783680
15,1,2050,3,1709360
15,3,2023,3,757000
15,3,2024,3,741860
15,3,2025,3,726720
15,3,2026,3,711580
15,3,2027,3,696440
15,3,2028,3,681300
15,3,2029,3,666160
15,3,2030,3,651020
15,3,2031,3,635880
15,3,2032,3,620740
15,3,2033,3,605600
15,3,2034,3,590460
15,3,2035,3,575320
15,3,2036,3,560180
15,3,2037,3,545040
15,3,2038,3,529900
15,3,2039,3,514760
15,3,2040,3,499620
15,3,2041,3,484480
15,3,2042,3,469340
15,3,2043,3,454200
15,3,2044,3,439060
15,3,2045,3,423920
15,3,2046,3,408780
15,3,2047,3,393640
15,3,2048,3,378500
15,3,2049,3,363360
15,3,2050,3,348220
15,4,2023,3,786000
15,4,2024,3,770280
15,4,2025,3,754560
15,4,2026,3,738840
15,4,2027,3,723120
15,4,2028,3,707400
15,4,2029,3,691680
15,4,2030,3,675960
15,4,2031,3,660240
15,4,2032,3,644520
15,4,2033,3,628800
15,4,2034,3,613080
15,4,2035,3,597360
15,4,2036,3,581640
15,4,2037,3,565920
15,4,2038,3,550200
15,4,2039,3,534480
15,4,2040,3,518760
15,4,2041,3,503040
15,4,2042,3,487320
15,4,2043,3,471600
15,4,2044,3,455880
15,4,2045,3,440160
15,4,2046,3,424440
15,4,2047,3,408720
15,4,2048,3,393000
15,4,2049,3,377280
15,4,2050,3,361560
15,6,2023,1,7477000
15,6,2024,1,7327460
15,6,2025,1,7177920
15,6,2026,1,7028380
15,6,2027,1,6878840
15,6,2028,1,6729300
15,6,2029,1,6579760
15,6,2030,1,6430220
15,6,2031,1,6280680
15,6,2032,1,6131140
15,6,2033,1,5981600
15,6,2034,1,5832060
15,6,2035,1,5682520
15,6,2036,1,5532980
15,6,2037,1,5383440
15,6,2038,1,5233900
15,6,2039,1,5084360
15,6,2040,1,4934820
15,6,2041,1,4785280
15,6,2042,1,4635740
15,6,2043,1,4486200
15,6,2044,1,4336660
15,6,2045,1,4187120
15,6,2046,1,4037580
15,6,2047,1,3888040
15,6,2048,1,3738500
15,6,2049,1,3588960
15,6,2050,1,3439420
15,7,2023,1,4379000
15,7,2024,1,4291420
15,7,2025,1,4203840
15,7,2026,1,4116260
15,7,2027,1,4028680
15,7,2028,1,3941100
15,7,2029,1,3853520
15,7,2030,1,3765940
15,7,2031,1,3678360
15,7,2032,1,3590780
15,7,2033,1,3503200
15,7,2034,1,3415620
15,7,2035,1,3328040
15,7,2036,1,3240460
15,7,2037,1,3152880
15,7,2038,1,3065300
15,7,2039,1,2977720
15,7,2040,1,2890140
15,7,2041,1,2802560
15,7,2042,1,2714980
15,7,2043,1,2627400
15,7,2044,1,2539820
15,7,2045,1,2452240
15,7,2046,1,2364660
15,7,2047,1,2277080
15,7,2048,1,2189500
15,7,2049,1,2101920
15,7,2050,1,2014340
15,8,2023,1,2950000
15,8,2024,1,2891000
15,8,2025,1,2832000
15,8,2026,1,2773000
15,8,2027,1,2714000
15,8,2028,1,2655000
15,8,2029,1,2596000
15,8,2030,1,2537000
15,8,2031,1,2478000
15,8,2032,1,2419000
15,8,2033,1,2360000
15,8,2034,1,2301000
15,8,2035,1,2242000
15,8,2036,1,2183000
15,8,2037,1,2124000
15,8,2038,1,2065000
15,8,2039,1,2006000
15,8,2040,1,1947000
15,8,2041,1,1888000
15,8,2042,1,1829000
15,8,2043,1,1770000
15,8,2044,1,1711000
15,8,2045,1,1652000
15,8,2046,1,1593000
15,8,2047,1,1534000
15,8,2048,1,1475000
15,8,2049,1,1416000
15,8,2050,1,1357000
15,14,2023,1,1344000
15,14,2024,1,1317120
15,14,2025,1,1290240
15,14,2026,1,1263360
15,14,2027,1,1236480
15,14,2028,1,1209600
15,14,2029,1,1182720
15,14,2030,1,1155840
15,14,2031,1,1128960
15,14,2032,1,1102080
15,14,2033,1,1075200
15,14,2034,1,1048320
15,14,2035,1,1021440
15,14,2036,1,994560
